,Geolocation,Date,polarity
0,"ADANA,Turkey",2017-07-10 13:08:27+00:00,-1.0
1,"ADANA,Turkey",2017-07-11 08:06:49+00:00,-1.0
2,"ADANA,Turkey",2017-08-23 20:38:29+00:00,1.0
3,"ADIYAMAN,Turkey",2017-01-31 23:41:27+00:00,-1.0
4,"ADIYAMAN,Turkey",2017-01-31 23:42:45+00:00,-1.0
5,"ADIYAMAN,Turkey",2017-01-31 23:43:14+00:00,1.0
6,"ADIYAMAN,Turkey",2017-01-31 23:45:18+00:00,-1.0
7,"ADIYAMAN,Turkey",2017-01-31 23:45:35+00:00,1.0
8,"ADIYAMAN,Turkey",2017-01-31 23:48:44+00:00,-1.0
9,"ADIYAMAN,Turkey",2017-01-31 23:49:45+00:00,-1.0
10,"ADIYAMAN,Turkey",2017-01-31 23:51:21+00:00,-1.0
11,"ADIYAMAN,Turkey",2017-01-31 23:52:11+00:00,-1.0
12,"ADIYAMAN,Turkey",2017-01-31 23:52:39+00:00,1.0
13,"ADIYAMAN,Turkey",2017-01-31 23:53:10+00:00,-2.0
14,"ADIYAMAN,Turkey",2017-01-31 23:54:28+00:00,-1.0
15,"ADIYAMAN,Turkey",2017-01-31 23:55:16+00:00,-1.0
16,"ADIYAMAN,Turkey",2017-01-31 23:56:16+00:00,1.0
17,"ADIYAMAN,Turkey",2017-01-31 23:57:22+00:00,1.0
18,"ADIYAMAN,Turkey",2017-01-31 23:58:26+00:00,-1.0
19,"ADIYAMAN,Turkey",2017-02-28 23:33:04+00:00,1.0
20,"ADIYAMAN,Turkey",2017-02-28 23:33:28+00:00,1.0
21,"ADIYAMAN,Turkey",2017-02-28 23:35:18+00:00,1.0
22,"ADIYAMAN,Turkey",2017-02-28 23:35:44+00:00,-1.0
23,"ADIYAMAN,Turkey",2017-02-28 23:35:53+00:00,-1.0
24,"ADIYAMAN,Turkey",2017-02-28 23:37:13+00:00,-1.0
25,"ADIYAMAN,Turkey",2017-02-28 23:40:30+00:00,1.0
26,"ADIYAMAN,Turkey",2017-02-28 23:41:42+00:00,1.0
27,"ADIYAMAN,Turkey",2017-02-28 23:42:34+00:00,1.0
28,"ADIYAMAN,Turkey",2017-02-28 23:43:19+00:00,1.0
29,"ADIYAMAN,Turkey",2017-02-28 23:45:26+00:00,1.0
30,"ADIYAMAN,Turkey",2017-02-28 23:46:31+00:00,1.0
31,"ADIYAMAN,Turkey",2017-02-28 23:48:08+00:00,0.0
32,"ADIYAMAN,Turkey",2017-02-28 23:50:10+00:00,0.0
33,"ADIYAMAN,Turkey",2017-02-28 23:50:43+00:00,-1.0
34,"ADIYAMAN,Turkey",2017-02-28 23:52:27+00:00,1.0
35,"ADIYAMAN,Turkey",2017-02-28 23:53:29+00:00,1.0
36,"ADIYAMAN,Turkey",2017-02-28 23:53:41+00:00,1.0
37,"ADIYAMAN,Turkey",2017-02-28 23:56:55+00:00,-1.0
38,"ADIYAMAN,Turkey",2017-02-28 23:57:39+00:00,-1.0
39,"ADIYAMAN,Turkey",2017-02-28 23:58:28+00:00,0.0
40,"ADIYAMAN,Turkey",2017-02-28 23:58:42+00:00,-1.0
41,"ADIYAMAN,Turkey",2017-03-31 23:45:05+00:00,-1.0
42,"ADIYAMAN,Turkey",2017-03-31 23:46:14+00:00,1.0
43,"ADIYAMAN,Turkey",2017-03-31 23:48:18+00:00,-2.0
44,"ADIYAMAN,Turkey",2017-03-31 23:50:11+00:00,-1.0
45,"ADIYAMAN,Turkey",2017-03-31 23:50:16+00:00,1.0
46,"ADIYAMAN,Turkey",2017-03-31 23:50:24+00:00,1.0
47,"ADIYAMAN,Turkey",2017-03-31 23:50:40+00:00,0.0
48,"ADIYAMAN,Turkey",2017-03-31 23:51:45+00:00,1.0
49,"ADIYAMAN,Turkey",2017-03-31 23:51:54+00:00,-1.0
50,"ADIYAMAN,Turkey",2017-03-31 23:52:04+00:00,1.0
51,"ADIYAMAN,Turkey",2017-03-31 23:52:06+00:00,-1.0
52,"ADIYAMAN,Turkey",2017-03-31 23:52:35+00:00,-1.0
53,"ADIYAMAN,Turkey",2017-03-31 23:53:00+00:00,1.0
54,"ADIYAMAN,Turkey",2017-03-31 23:53:30+00:00,-1.0
55,"ADIYAMAN,Turkey",2017-03-31 23:55:10+00:00,0.0
56,"ADIYAMAN,Turkey",2017-03-31 23:55:38+00:00,0.0
57,"ADIYAMAN,Turkey",2017-03-31 23:56:31+00:00,-1.0
58,"ADIYAMAN,Turkey",2017-03-31 23:56:41+00:00,1.0
59,"ADIYAMAN,Turkey",2017-03-31 23:56:46+00:00,-1.0
60,"ADIYAMAN,Turkey",2017-03-31 23:56:50+00:00,1.0
61,"ADIYAMAN,Turkey",2017-03-31 23:58:25+00:00,-1.0
62,"ADIYAMAN,Turkey",2017-04-30 23:31:27+00:00,1.0
63,"ADIYAMAN,Turkey",2017-04-30 23:35:41+00:00,-1.0
64,"ADIYAMAN,Turkey",2017-04-30 23:35:58+00:00,-1.0
65,"ADIYAMAN,Turkey",2017-04-30 23:36:05+00:00,0.0
66,"ADIYAMAN,Turkey",2017-04-30 23:36:14+00:00,1.0
67,"ADIYAMAN,Turkey",2017-04-30 23:36:45+00:00,1.0
68,"ADIYAMAN,Turkey",2017-04-30 23:36:49+00:00,0.0
69,"ADIYAMAN,Turkey",2017-04-30 23:43:21+00:00,1.0
70,"ADIYAMAN,Turkey",2017-04-30 23:44:03+00:00,-2.0
71,"ADIYAMAN,Turkey",2017-04-30 23:44:38+00:00,-1.0
72,"ADIYAMAN,Turkey",2017-04-30 23:44:59+00:00,-1.0
73,"ADIYAMAN,Turkey",2017-04-30 23:45:05+00:00,-1.0
74,"ADIYAMAN,Turkey",2017-04-30 23:47:29+00:00,-1.0
75,"ADIYAMAN,Turkey",2017-04-30 23:48:04+00:00,1.0
76,"ADIYAMAN,Turkey",2017-04-30 23:50:12+00:00,0.0
77,"ADIYAMAN,Turkey",2017-04-30 23:53:31+00:00,-1.0
78,"ADIYAMAN,Turkey",2017-04-30 23:56:53+00:00,1.0
79,"ADIYAMAN,Turkey",2017-05-31 23:27:32+00:00,-1.0
80,"ADIYAMAN,Turkey",2017-05-31 23:29:01+00:00,1.0
81,"ADIYAMAN,Turkey",2017-05-31 23:29:38+00:00,0.0
82,"ADIYAMAN,Turkey",2017-05-31 23:30:02+00:00,-1.0
83,"ADIYAMAN,Turkey",2017-05-31 23:30:09+00:00,1.0
84,"ADIYAMAN,Turkey",2017-05-31 23:30:13+00:00,-1.0
85,"ADIYAMAN,Turkey",2017-05-31 23:30:17+00:00,2.0
86,"ADIYAMAN,Turkey",2017-05-31 23:32:06+00:00,1.0
87,"ADIYAMAN,Turkey",2017-05-31 23:33:07+00:00,1.0
88,"ADIYAMAN,Turkey",2017-05-31 23:33:15+00:00,1.0
89,"ADIYAMAN,Turkey",2017-05-31 23:33:22+00:00,1.0
90,"ADIYAMAN,Turkey",2017-05-31 23:33:28+00:00,-1.0
91,"ADIYAMAN,Turkey",2017-05-31 23:34:31+00:00,-1.0
92,"ADIYAMAN,Turkey",2017-05-31 23:37:36+00:00,1.0
93,"ADIYAMAN,Turkey",2017-05-31 23:37:49+00:00,1.0
94,"ADIYAMAN,Turkey",2017-05-31 23:38:57+00:00,-1.0
95,"ADIYAMAN,Turkey",2017-05-31 23:39:07+00:00,-1.0
96,"ADIYAMAN,Turkey",2017-05-31 23:41:01+00:00,-1.0
97,"ADIYAMAN,Turkey",2017-05-31 23:43:58+00:00,1.0
98,"ADIYAMAN,Turkey",2017-05-31 23:45:08+00:00,1.0
99,"ADIYAMAN,Turkey",2017-05-31 23:45:58+00:00,2.0
100,"ADIYAMAN,Turkey",2017-05-31 23:46:07+00:00,-1.0
101,"ADIYAMAN,Turkey",2017-05-31 23:46:11+00:00,-1.0
102,"ADIYAMAN,Turkey",2017-05-31 23:47:41+00:00,1.0
103,"ADIYAMAN,Turkey",2017-05-31 23:50:07+00:00,-1.0
104,"ADIYAMAN,Turkey",2017-05-31 23:50:17+00:00,1.0
105,"ADIYAMAN,Turkey",2017-05-31 23:53:50+00:00,-1.0
106,"ADIYAMAN,Turkey",2017-05-31 23:55:16+00:00,-1.0
107,"ADIYAMAN,Turkey",2017-05-31 23:57:59+00:00,1.0
108,"ADIYAMAN,Turkey",2017-06-30 23:24:52+00:00,-1.0
109,"ADIYAMAN,Turkey",2017-06-30 23:25:39+00:00,-1.0
110,"ADIYAMAN,Turkey",2017-06-30 23:26:28+00:00,1.0
111,"ADIYAMAN,Turkey",2017-06-30 23:29:05+00:00,-1.0
112,"ADIYAMAN,Turkey",2017-06-30 23:30:28+00:00,-1.0
113,"ADIYAMAN,Turkey",2017-06-30 23:30:36+00:00,1.0
114,"ADIYAMAN,Turkey",2017-06-30 23:30:56+00:00,-1.0
115,"ADIYAMAN,Turkey",2017-06-30 23:31:21+00:00,0.0
116,"ADIYAMAN,Turkey",2017-06-30 23:32:04+00:00,-1.0
117,"ADIYAMAN,Turkey",2017-06-30 23:32:22+00:00,-2.0
118,"ADIYAMAN,Turkey",2017-06-30 23:32:41+00:00,1.0
119,"ADIYAMAN,Turkey",2017-06-30 23:35:02+00:00,1.0
120,"ADIYAMAN,Turkey",2017-06-30 23:36:04+00:00,1.0
121,"ADIYAMAN,Turkey",2017-06-30 23:37:29+00:00,-1.0
122,"ADIYAMAN,Turkey",2017-06-30 23:40:03+00:00,-1.0
123,"ADIYAMAN,Turkey",2017-06-30 23:40:46+00:00,-2.0
124,"ADIYAMAN,Turkey",2017-06-30 23:41:43+00:00,1.0
125,"ADIYAMAN,Turkey",2017-06-30 23:44:03+00:00,1.0
126,"ADIYAMAN,Turkey",2017-06-30 23:44:40+00:00,-1.0
127,"ADIYAMAN,Turkey",2017-06-30 23:45:09+00:00,1.0
128,"ADIYAMAN,Turkey",2017-06-30 23:49:03+00:00,0.0
129,"ADIYAMAN,Turkey",2017-06-30 23:51:26+00:00,-1.0
130,"ADIYAMAN,Turkey",2017-06-30 23:51:42+00:00,1.0
131,"ADIYAMAN,Turkey",2017-06-30 23:52:18+00:00,1.0
132,"ADIYAMAN,Turkey",2017-06-30 23:55:51+00:00,-1.0
133,"ADIYAMAN,Turkey",2017-06-30 23:56:25+00:00,-1.0
134,"ADIYAMAN,Turkey",2017-06-30 23:58:49+00:00,-1.0
135,"ADIYAMAN,Turkey",2017-07-31 23:32:31+00:00,-1.0
136,"ADIYAMAN,Turkey",2017-07-31 23:33:40+00:00,0.0
137,"ADIYAMAN,Turkey",2017-07-31 23:34:38+00:00,-1.0
138,"ADIYAMAN,Turkey",2017-07-31 23:35:51+00:00,1.0
139,"ADIYAMAN,Turkey",2017-07-31 23:36:18+00:00,-1.0
140,"ADIYAMAN,Turkey",2017-07-31 23:42:57+00:00,1.0
141,"ADIYAMAN,Turkey",2017-07-31 23:43:58+00:00,-1.0
142,"ADIYAMAN,Turkey",2017-07-31 23:45:38+00:00,-1.0
143,"ADIYAMAN,Turkey",2017-07-31 23:46:56+00:00,-1.0
144,"ADIYAMAN,Turkey",2017-07-31 23:48:00+00:00,0.0
145,"ADIYAMAN,Turkey",2017-07-31 23:48:20+00:00,-1.0
146,"ADIYAMAN,Turkey",2017-07-31 23:48:39+00:00,2.0
147,"ADIYAMAN,Turkey",2017-07-31 23:48:46+00:00,1.0
148,"ADIYAMAN,Turkey",2017-07-31 23:53:32+00:00,1.0
149,"ADIYAMAN,Turkey",2017-07-31 23:54:26+00:00,1.0
150,"ADIYAMAN,Turkey",2017-07-31 23:55:59+00:00,1.0
151,"ADIYAMAN,Turkey",2017-07-31 23:56:24+00:00,1.0
152,"ADIYAMAN,Turkey",2017-07-31 23:58:09+00:00,1.0
153,"ADIYAMAN,Turkey",2017-07-31 23:58:24+00:00,0.0
154,"ADIYAMAN,Turkey",2017-07-31 23:58:32+00:00,1.0
155,"ADIYAMAN,Turkey",2017-07-31 23:59:02+00:00,0.0
156,"ADIYAMAN,Turkey",2017-07-31 23:59:17+00:00,1.0
157,"ADIYAMAN,Turkey",2017-07-31 23:59:50+00:00,1.0
158,"ADIYAMAN,Turkey",2017-08-31 23:29:13+00:00,1.0
159,"ADIYAMAN,Turkey",2017-08-31 23:31:55+00:00,1.0
160,"ADIYAMAN,Turkey",2017-08-31 23:32:19+00:00,-1.0
161,"ADIYAMAN,Turkey",2017-08-31 23:33:41+00:00,1.0
162,"ADIYAMAN,Turkey",2017-08-31 23:34:24+00:00,1.0
163,"ADIYAMAN,Turkey",2017-08-31 23:39:25+00:00,-1.0
164,"ADIYAMAN,Turkey",2017-08-31 23:40:44+00:00,2.0
165,"ADIYAMAN,Turkey",2017-08-31 23:45:04+00:00,0.0
166,"ADIYAMAN,Turkey",2017-08-31 23:45:51+00:00,1.0
167,"ADIYAMAN,Turkey",2017-08-31 23:46:19+00:00,-1.0
168,"ADIYAMAN,Turkey",2017-08-31 23:46:25+00:00,-1.0
169,"ADIYAMAN,Turkey",2017-08-31 23:46:59+00:00,-1.0
170,"ADIYAMAN,Turkey",2017-08-31 23:49:17+00:00,2.0
171,"ADIYAMAN,Turkey",2017-08-31 23:50:10+00:00,-1.0
172,"ADIYAMAN,Turkey",2017-08-31 23:51:13+00:00,1.0
173,"ADIYAMAN,Turkey",2017-08-31 23:51:17+00:00,-1.0
174,"ADIYAMAN,Turkey",2017-08-31 23:51:39+00:00,1.0
175,"ADIYAMAN,Turkey",2017-08-31 23:52:18+00:00,-1.0
176,"ADIYAMAN,Turkey",2017-08-31 23:55:54+00:00,1.0
177,"ADIYAMAN,Turkey",2017-08-31 23:57:37+00:00,1.0
178,"ADIYAMAN,Turkey",2017-09-30 23:29:28+00:00,1.0
179,"ADIYAMAN,Turkey",2017-09-30 23:30:15+00:00,1.0
180,"ADIYAMAN,Turkey",2017-09-30 23:30:31+00:00,-1.0
181,"ADIYAMAN,Turkey",2017-09-30 23:33:19+00:00,-2.0
182,"ADIYAMAN,Turkey",2017-09-30 23:34:07+00:00,1.0
183,"ADIYAMAN,Turkey",2017-09-30 23:35:04+00:00,-1.0
184,"ADIYAMAN,Turkey",2017-09-30 23:35:13+00:00,2.0
185,"ADIYAMAN,Turkey",2017-09-30 23:37:26+00:00,1.0
186,"ADIYAMAN,Turkey",2017-09-30 23:37:30+00:00,1.0
187,"ADIYAMAN,Turkey",2017-09-30 23:38:47+00:00,1.0
188,"ADIYAMAN,Turkey",2017-09-30 23:39:29+00:00,1.0
189,"ADIYAMAN,Turkey",2017-09-30 23:40:11+00:00,0.0
190,"ADIYAMAN,Turkey",2017-09-30 23:41:49+00:00,-1.0
191,"ADIYAMAN,Turkey",2017-09-30 23:42:42+00:00,1.0
192,"ADIYAMAN,Turkey",2017-09-30 23:43:33+00:00,0.0
193,"ADIYAMAN,Turkey",2017-09-30 23:44:29+00:00,1.0
194,"ADIYAMAN,Turkey",2017-09-30 23:45:33+00:00,2.0
195,"ADIYAMAN,Turkey",2017-09-30 23:47:07+00:00,1.0
196,"ADIYAMAN,Turkey",2017-09-30 23:47:43+00:00,-1.0
197,"ADIYAMAN,Turkey",2017-09-30 23:48:22+00:00,1.0
198,"ADIYAMAN,Turkey",2017-09-30 23:49:48+00:00,-1.0
199,"ADIYAMAN,Turkey",2017-09-30 23:50:58+00:00,1.0
200,"ADIYAMAN,Turkey",2017-09-30 23:51:53+00:00,1.0
201,"ADIYAMAN,Turkey",2017-09-30 23:54:04+00:00,-1.0
202,"ADIYAMAN,Turkey",2017-09-30 23:55:04+00:00,-1.0
203,"ADIYAMAN,Turkey",2017-09-30 23:55:05+00:00,-1.0
204,"ADIYAMAN,Turkey",2017-09-30 23:57:19+00:00,-1.0
205,"ADIYAMAN,Turkey",2017-09-30 23:58:36+00:00,-2.0
206,"ADIYAMAN,Turkey",2017-09-30 23:59:05+00:00,-1.0
207,"ADIYAMAN,Turkey",2017-10-31 23:22:34+00:00,1.0
208,"ADIYAMAN,Turkey",2017-10-31 23:23:11+00:00,1.0
209,"ADIYAMAN,Turkey",2017-10-31 23:26:04+00:00,1.0
210,"ADIYAMAN,Turkey",2017-10-31 23:28:10+00:00,0.0
211,"ADIYAMAN,Turkey",2017-10-31 23:30:23+00:00,-1.0
212,"ADIYAMAN,Turkey",2017-10-31 23:30:45+00:00,-1.0
213,"ADIYAMAN,Turkey",2017-10-31 23:32:24+00:00,-1.0
214,"ADIYAMAN,Turkey",2017-10-31 23:32:59+00:00,1.0
215,"ADIYAMAN,Turkey",2017-10-31 23:34:42+00:00,-1.0
216,"ADIYAMAN,Turkey",2017-10-31 23:40:27+00:00,-1.0
217,"ADIYAMAN,Turkey",2017-10-31 23:44:25+00:00,0.0
218,"ADIYAMAN,Turkey",2017-10-31 23:47:02+00:00,0.0
219,"ADIYAMAN,Turkey",2017-10-31 23:49:40+00:00,1.0
220,"ADIYAMAN,Turkey",2017-10-31 23:50:04+00:00,1.0
221,"ADIYAMAN,Turkey",2017-10-31 23:52:02+00:00,-1.0
222,"ADIYAMAN,Turkey",2017-10-31 23:56:14+00:00,1.0
223,"ADIYAMAN,Turkey",2017-10-31 23:59:27+00:00,0.0
224,"ADIYAMAN,Turkey",2017-10-31 23:59:40+00:00,-1.0
225,"ADIYAMAN,Turkey",2017-10-31 23:59:47+00:00,-1.0
226,"ANKARA,Turkey",2017-01-12 13:54:59+00:00,-2.0
227,"ANKARA,Turkey",2017-02-24 08:23:47+00:00,1.0
228,"ANKARA,Turkey",2017-03-04 10:37:57+00:00,1.0
229,"ANKARA,Turkey",2017-03-08 14:40:24+00:00,-1.0
230,"ANKARA,Turkey",2017-04-20 05:12:44+00:00,1.0
231,"ANKARA,Turkey",2017-05-05 10:58:03+00:00,1.0
232,"ANKARA,Turkey",2017-07-04 16:57:22+00:00,1.0
233,"ANKARA,Turkey",2017-08-09 17:12:02+00:00,1.0
234,"ANKARA,Turkey",2017-08-12 11:42:14+00:00,1.0
235,"ANKARA,Turkey",2017-08-24 11:09:09+00:00,1.0
236,"ANKARA,Turkey",2017-09-03 18:13:32+00:00,-1.0
237,"ANKARA,Turkey",2017-10-12 18:44:24+00:00,1.0
238,"ANTALYA,Turkey",2017-01-07 07:37:56+00:00,1.0
239,"ANTALYA,Turkey",2017-04-03 17:20:40+00:00,-1.0
240,"ANTALYA,Turkey",2017-04-27 13:14:44+00:00,1.0
241,"ANTALYA,Turkey",2017-05-31 12:20:49+00:00,0.0
242,"ANTALYA,Turkey",2017-10-06 19:41:38+00:00,-1.0
243,"ANTALYA,Turkey",2017-10-11 12:29:44+00:00,1.0
244,"ARTVİN,Turkey",2017-06-30 23:22:45+00:00,-1.0
245,"AYDIN,Turkey",2017-05-18 18:27:52+00:00,3.0
246,"AĞRI,Turkey",2017-03-31 23:44:11+00:00,-1.0
247,"BALIKESİR,Turkey",2017-08-02 13:28:55+00:00,1.0
248,"BOLU,Turkey",2017-01-02 15:30:28+00:00,1.0
249,"BOLU,Turkey",2017-01-03 17:07:21+00:00,1.0
250,"BOLU,Turkey",2017-01-05 11:42:56+00:00,1.0
251,"BOLU,Turkey",2017-02-18 11:22:06+00:00,1.0
252,"BOLU,Turkey",2017-02-24 16:58:26+00:00,1.0
253,"BOLU,Turkey",2017-02-26 18:29:44+00:00,1.0
254,"BOLU,Turkey",2017-03-01 13:02:28+00:00,1.0
255,"BOLU,Turkey",2017-03-23 16:39:50+00:00,1.0
256,"BOLU,Turkey",2017-03-31 14:45:54+00:00,1.0
257,"BOLU,Turkey",2017-04-04 19:24:06+00:00,1.0
258,"BOLU,Turkey",2017-04-10 16:00:51+00:00,1.0
259,"BOLU,Turkey",2017-04-15 09:26:28+00:00,1.0
260,"BOLU,Turkey",2017-04-19 16:39:38+00:00,1.0
261,"BOLU,Turkey",2017-04-24 13:18:19+00:00,1.0
262,"BOLU,Turkey",2017-04-27 16:35:19+00:00,1.0
263,"BOLU,Turkey",2017-05-11 17:20:06+00:00,1.0
264,"BOLU,Turkey",2017-05-23 15:07:57+00:00,1.0
265,"BOLU,Turkey",2017-07-16 19:24:45+00:00,1.0
266,"BOLU,Turkey",2017-07-18 15:40:40+00:00,1.0
267,"BOLU,Turkey",2017-08-18 16:46:37+00:00,1.0
268,"BOLU,Turkey",2017-08-26 17:58:53+00:00,1.0
269,"BOLU,Turkey",2017-08-27 16:32:09+00:00,1.0
270,"BOLU,Turkey",2017-08-30 21:05:41+00:00,1.0
271,"BOLU,Turkey",2017-09-04 14:30:57+00:00,1.0
272,"BURSA,Turkey",2017-01-13 17:07:32+00:00,1.0
273,"BURSA,Turkey",2017-02-03 18:08:32+00:00,-1.0
274,"BURSA,Turkey",2017-03-16 09:00:29+00:00,1.0
275,"BURSA,Turkey",2017-03-20 07:59:58+00:00,1.0
276,"BURSA,Turkey",2017-03-26 20:18:28+00:00,1.0
277,"BURSA,Turkey",2017-04-06 17:47:15+00:00,1.0
278,"BURSA,Turkey",2017-04-27 17:51:57+00:00,1.0
279,"BURSA,Turkey",2017-05-04 19:14:07+00:00,1.0
280,"BURSA,Turkey",2017-05-05 07:52:06+00:00,1.0
281,"BURSA,Turkey",2017-05-09 19:25:56+00:00,1.0
282,"BURSA,Turkey",2017-10-23 17:57:32+00:00,1.0
283,"GAZİANTEP,Turkey",2017-02-05 19:46:37+00:00,1.0
284,"HATAY,Turkey",2017-01-08 14:47:44+00:00,1.0
285,"HATAY,Turkey",2017-05-23 13:49:34+00:00,-1.0
286,"HATAY,Turkey",2017-06-23 22:25:41+00:00,1.0
287,"HATAY,Turkey",2017-06-23 22:36:19+00:00,2.0
288,"HATAY,Turkey",2017-09-15 07:02:27+00:00,-1.0
289,"HATAY,Turkey",2017-10-22 14:39:29+00:00,0.0
290,"KAYSERİ,Turkey",2017-01-04 14:46:59+00:00,-3.0
291,"KAYSERİ,Turkey",2017-05-16 15:06:09+00:00,1.0
292,"MALATYA,Turkey",2017-01-26 17:35:07+00:00,0.0
293,"MANİSA,Turkey",2017-08-10 09:01:25+00:00,1.0
294,"MERSİN,Turkey",2017-03-14 18:04:00+00:00,-1.0
295,"OSMANİYE,Turkey",2017-11-30 23:26:03+00:00,-1.0
296,"OSMANİYE,Turkey",2017-11-30 23:26:42+00:00,0.0
297,"OSMANİYE,Turkey",2017-11-30 23:28:35+00:00,1.0
298,"OSMANİYE,Turkey",2017-11-30 23:29:45+00:00,0.0
299,"OSMANİYE,Turkey",2017-11-30 23:30:55+00:00,-2.0
300,"OSMANİYE,Turkey",2017-11-30 23:35:58+00:00,1.0
301,"OSMANİYE,Turkey",2017-11-30 23:36:09+00:00,-1.0
302,"OSMANİYE,Turkey",2017-11-30 23:36:16+00:00,-1.0
303,"OSMANİYE,Turkey",2017-11-30 23:36:57+00:00,2.0
304,"OSMANİYE,Turkey",2017-11-30 23:37:13+00:00,2.0
305,"OSMANİYE,Turkey",2017-11-30 23:38:01+00:00,1.0
306,"OSMANİYE,Turkey",2017-11-30 23:38:44+00:00,0.0
307,"OSMANİYE,Turkey",2017-11-30 23:39:18+00:00,0.0
308,"OSMANİYE,Turkey",2017-11-30 23:40:00+00:00,1.0
309,"OSMANİYE,Turkey",2017-11-30 23:40:33+00:00,-1.0
310,"OSMANİYE,Turkey",2017-11-30 23:41:56+00:00,-1.0
311,"OSMANİYE,Turkey",2017-11-30 23:43:08+00:00,-1.0
