geoName,salgın,Period
Adana,2.142857142857143,201701
Adıyaman Province,0.0,201701
Afyonkarahisar Province,6.428571428571429,201701
Aksaray,10.714285714285715,201701
Amasya Province,0.0,201701
Ankara,2.142857142857143,201701
Antalya,2.142857142857143,201701
Ardahan Province,0.0,201701
Artvin,0.0,201701
Aydın Province,3.5714285714285716,201701
Ağrı,0.0,201701
Balıkesir Province,0.0,201701
Bartın Province,0.0,201701
Batman,0.0,201701
Bayburt,71.42857142857143,201701
Bilecik,0.0,201701
Bingöl Province,0.0,201701
Bitlis,0.0,201701
Bolu,0.0,201701
Burdur Province,0.0,201701
Bursa,1.4285714285714286,201701
Denizli,2.857142857142857,201701
Diyarbakır,2.142857142857143,201701
Düzce Province,0.0,201701
Edirne,0.0,201701
Elazığ,0.0,201701
Erzincan,0.0,201701
Erzurum,3.5714285714285716,201701
Eskişehir Province,0.0,201701
Gaziantep,3.5714285714285716,201701
Giresun,0.0,201701
Gümüşhane,0.0,201701
Hakkâri,0.0,201701
Hatay,2.857142857142857,201701
Isparta Province,6.428571428571429,201701
Iğdır,0.0,201701
Kahramanmaraş Province,4.285714285714286,201701
Karabük,0.0,201701
Karaman,0.0,201701
Kars,0.0,201701
Kastamonu,0.0,201701
Kayseri Province,2.142857142857143,201701
Kilis,0.0,201701
Kocaeli,4.285714285714286,201701
Konya,2.142857142857143,201701
Kütahya,0.0,201701
Kırklareli,10.0,201701
Kırıkkale,12.857142857142858,201701
Kırşehir,0.0,201701
Malatya,5.0,201701
Manisa,2.857142857142857,201701
Mardin,0.0,201701
Mersin Province,2.857142857142857,201701
Muğla Province,3.5714285714285716,201701
Muş,0.0,201701
Nevşehir,0.0,201701
Niğde,0.0,201701
Ordu,6.428571428571429,201701
Osmaniye,0.0,201701
Rize,10.0,201701
Sakarya,3.5714285714285716,201701
Samsun,3.5714285714285716,201701
Siirt Province,0.0,201701
Sinop Province,0.0,201701
Sivas,0.0,201701
Tekirdağ,0.0,201701
Tokat,7.857142857142858,201701
Trabzon,4.285714285714286,201701
Tunceli,0.0,201701
Uşak,9.285714285714286,201701
Van,0.0,201701
Yalova Province,0.0,201701
Yozgat,0.0,201701
Zonguldak,0.0,201701
Çanakkale Province,0.0,201701
Çankırı,0.0,201701
Çorum Province,0.0,201701
İstanbul,1.4285714285714286,201701
İzmir,1.4285714285714286,201701
Şanlıurfa Province,0.0,201701
Şırnak,0.0,201701
Adana,9.0,201702
Adıyaman Province,0.0,201702
Afyonkarahisar Province,0.0,201702
Aksaray,0.0,201702
Amasya Province,0.0,201702
Ankara,7.0,201702
Antalya,8.0,201702
Ardahan Province,0.0,201702
Artvin,0.0,201702
Aydın Province,0.0,201702
Ağrı,0.0,201702
Balıkesir Province,0.0,201702
Bartın Province,0.0,201702
Batman,0.0,201702
Bayburt,0.0,201702
Bilecik,0.0,201702
Bingöl Province,0.0,201702
Bitlis,0.0,201702
Bolu,0.0,201702
Burdur Province,0.0,201702
Bursa,9.0,201702
Denizli,0.0,201702
Diyarbakır,22.0,201702
Düzce Province,0.0,201702
Edirne,0.0,201702
Elazığ,36.0,201702
Erzincan,0.0,201702
Erzurum,23.0,201702
Eskişehir Province,0.0,201702
Gaziantep,7.0,201702
Giresun,0.0,201702
Gümüşhane,0.0,201702
Hakkâri,0.0,201702
Hatay,0.0,201702
Isparta Province,37.0,201702
Iğdır,0.0,201702
Kahramanmaraş Province,0.0,201702
Karabük,0.0,201702
Karaman,0.0,201702
Kars,0.0,201702
Kastamonu,62.0,201702
Kayseri Province,20.0,201702
Kilis,0.0,201702
Kocaeli,8.0,201702
Konya,26.0,201702
Kütahya,0.0,201702
Kırklareli,0.0,201702
Kırıkkale,0.0,201702
Kırşehir,0.0,201702
Malatya,25.0,201702
Manisa,16.0,201702
Mardin,0.0,201702
Mersin Province,10.0,201702
Muğla Province,0.0,201702
Muş,0.0,201702
Nevşehir,68.0,201702
Niğde,76.0,201702
Ordu,0.0,201702
Osmaniye,56.0,201702
Rize,56.0,201702
Sakarya,0.0,201702
Samsun,16.0,201702
Siirt Province,0.0,201702
Sinop Province,0.0,201702
Sivas,0.0,201702
Tekirdağ,0.0,201702
Tokat,45.0,201702
Trabzon,0.0,201702
Tunceli,0.0,201702
Uşak,0.0,201702
Van,45.0,201702
Yalova Province,0.0,201702
Yozgat,0.0,201702
Zonguldak,0.0,201702
Çanakkale Province,0.0,201702
Çankırı,0.0,201702
Çorum Province,0.0,201702
İstanbul,7.0,201702
İzmir,4.0,201702
Şanlıurfa Province,0.0,201702
Şırnak,100.0,201702
Adana,12.0,201703
Adıyaman Province,0.0,201703
Afyonkarahisar Province,0.0,201703
Aksaray,0.0,201703
Amasya Province,0.0,201703
Ankara,6.666666666666667,201703
Antalya,6.666666666666667,201703
Ardahan Province,0.0,201703
Artvin,0.0,201703
Aydın Province,0.0,201703
Ağrı,0.0,201703
Balıkesir Province,0.0,201703
Bartın Province,0.0,201703
Batman,133.33333333333334,201703
Bayburt,0.0,201703
Bilecik,0.0,201703
Bingöl Province,0.0,201703
Bitlis,0.0,201703
Bolu,76.0,201703
Burdur Province,0.0,201703
Bursa,9.333333333333334,201703
Denizli,22.666666666666668,201703
Diyarbakır,16.0,201703
Düzce Province,68.0,201703
Edirne,0.0,201703
Elazığ,0.0,201703
Erzincan,0.0,201703
Erzurum,0.0,201703
Eskişehir Province,40.0,201703
Gaziantep,8.0,201703
Giresun,0.0,201703
Gümüşhane,0.0,201703
Hakkâri,0.0,201703
Hatay,20.0,201703
Isparta Province,44.0,201703
Iğdır,0.0,201703
Kahramanmaraş Province,32.0,201703
Karabük,0.0,201703
Karaman,101.33333333333333,201703
Kars,0.0,201703
Kastamonu,0.0,201703
Kayseri Province,17.333333333333332,201703
Kilis,0.0,201703
Kocaeli,10.666666666666666,201703
Konya,16.0,201703
Kütahya,0.0,201703
Kırklareli,0.0,201703
Kırıkkale,89.33333333333333,201703
Kırşehir,0.0,201703
Malatya,0.0,201703
Manisa,40.0,201703
Mardin,62.666666666666664,201703
Mersin Province,13.333333333333334,201703
Muğla Province,24.0,201703
Muş,0.0,201703
Nevşehir,86.66666666666667,201703
Niğde,94.66666666666667,201703
Ordu,49.333333333333336,201703
Osmaniye,0.0,201703
Rize,0.0,201703
Sakarya,33.333333333333336,201703
Samsun,0.0,201703
Siirt Province,0.0,201703
Sinop Province,0.0,201703
Sivas,42.666666666666664,201703
Tekirdağ,0.0,201703
Tokat,56.0,201703
Trabzon,0.0,201703
Tunceli,0.0,201703
Uşak,68.0,201703
Van,58.666666666666664,201703
Yalova Province,0.0,201703
Yozgat,0.0,201703
Zonguldak,0.0,201703
Çanakkale Province,0.0,201703
Çankırı,0.0,201703
Çorum Province,60.0,201703
İstanbul,9.333333333333334,201703
İzmir,9.333333333333334,201703
Şanlıurfa Province,22.666666666666668,201703
Şırnak,0.0,201703
Adana,6.0,201704
Adıyaman Province,0.0,201704
Afyonkarahisar Province,32.0,201704
Aksaray,0.0,201704
Amasya Province,64.0,201704
Ankara,3.0,201704
Antalya,5.0,201704
Ardahan Province,0.0,201704
Artvin,0.0,201704
Aydın Province,0.0,201704
Ağrı,100.0,201704
Balıkesir Province,16.0,201704
Bartın Province,0.0,201704
Batman,0.0,201704
Bayburt,0.0,201704
Bilecik,0.0,201704
Bingöl Province,0.0,201704
Bitlis,0.0,201704
Bolu,56.0,201704
Burdur Province,0.0,201704
Bursa,7.0,201704
Denizli,16.0,201704
Diyarbakır,12.0,201704
Düzce Province,100.0,201704
Edirne,45.0,201704
Elazığ,0.0,201704
Erzincan,87.0,201704
Erzurum,20.0,201704
Eskişehir Province,0.0,201704
Gaziantep,0.0,201704
Giresun,0.0,201704
Gümüşhane,0.0,201704
Hakkâri,0.0,201704
Hatay,0.0,201704
Isparta Province,0.0,201704
Iğdır,0.0,201704
Kahramanmaraş Province,24.0,201704
Karabük,0.0,201704
Karaman,0.0,201704
Kars,0.0,201704
Kastamonu,0.0,201704
Kayseri Province,0.0,201704
Kilis,0.0,201704
Kocaeli,16.0,201704
Konya,12.0,201704
Kütahya,35.0,201704
Kırklareli,54.0,201704
Kırıkkale,0.0,201704
Kırşehir,0.0,201704
Malatya,0.0,201704
Manisa,0.0,201704
Mardin,0.0,201704
Mersin Province,0.0,201704
Muğla Province,35.0,201704
Muş,0.0,201704
Nevşehir,63.0,201704
Niğde,72.0,201704
Ordu,0.0,201704
Osmaniye,0.0,201704
Rize,0.0,201704
Sakarya,17.0,201704
Samsun,25.0,201704
Siirt Province,0.0,201704
Sinop Province,0.0,201704
Sivas,33.0,201704
Tekirdağ,0.0,201704
Tokat,0.0,201704
Trabzon,0.0,201704
Tunceli,0.0,201704
Uşak,0.0,201704
Van,23.0,201704
Yalova Province,60.0,201704
Yozgat,68.0,201704
Zonguldak,0.0,201704
Çanakkale Province,0.0,201704
Çankırı,0.0,201704
Çorum Province,43.0,201704
İstanbul,7.0,201704
İzmir,6.0,201704
Şanlıurfa Province,0.0,201704
Şırnak,92.0,201704
Adana,5.0,201705
Adıyaman Province,0.0,201705
Afyonkarahisar Province,0.0,201705
Aksaray,0.0,201705
Amasya Province,0.0,201705
Ankara,3.0,201705
Antalya,2.0,201705
Ardahan Province,0.0,201705
Artvin,0.0,201705
Aydın Province,10.0,201705
Ağrı,0.0,201705
Balıkesir Province,9.0,201705
Bartın Province,0.0,201705
Batman,0.0,201705
Bayburt,0.0,201705
Bilecik,0.0,201705
Bingöl Province,0.0,201705
Bitlis,95.0,201705
Bolu,0.0,201705
Burdur Province,0.0,201705
Bursa,4.0,201705
Denizli,0.0,201705
Diyarbakır,6.0,201705
Düzce Province,28.0,201705
Edirne,0.0,201705
Elazığ,0.0,201705
Erzincan,0.0,201705
Erzurum,11.0,201705
Eskişehir Province,13.0,201705
Gaziantep,5.0,201705
Giresun,0.0,201705
Gümüşhane,0.0,201705
Hakkâri,0.0,201705
Hatay,17.0,201705
Isparta Province,19.0,201705
Iğdır,0.0,201705
Kahramanmaraş Province,0.0,201705
Karabük,0.0,201705
Karaman,0.0,201705
Kars,0.0,201705
Kastamonu,0.0,201705
Kayseri Province,7.0,201705
Kilis,0.0,201705
Kocaeli,9.0,201705
Konya,5.0,201705
Kütahya,19.0,201705
Kırklareli,29.0,201705
Kırıkkale,36.0,201705
Kırşehir,0.0,201705
Malatya,0.0,201705
Manisa,8.0,201705
Mardin,53.0,201705
Mersin Province,0.0,201705
Muğla Province,9.0,201705
Muş,100.0,201705
Nevşehir,36.0,201705
Niğde,0.0,201705
Ordu,0.0,201705
Osmaniye,30.0,201705
Rize,32.0,201705
Sakarya,15.0,201705
Samsun,0.0,201705
Siirt Province,86.0,201705
Sinop Province,0.0,201705
Sivas,18.0,201705
Tekirdağ,23.0,201705
Tokat,24.0,201705
Trabzon,12.0,201705
Tunceli,0.0,201705
Uşak,0.0,201705
Van,0.0,201705
Yalova Province,0.0,201705
Yozgat,0.0,201705
Zonguldak,0.0,201705
Çanakkale Province,0.0,201705
Çankırı,0.0,201705
Çorum Province,26.0,201705
İstanbul,3.0,201705
İzmir,5.0,201705
Şanlıurfa Province,0.0,201705
Şırnak,0.0,201705
Adana,5.0,201706
Adıyaman Province,45.0,201706
Afyonkarahisar Province,28.0,201706
Aksaray,0.0,201706
Amasya Province,0.0,201706
Ankara,3.0,201706
Antalya,5.0,201706
Ardahan Province,0.0,201706
Artvin,0.0,201706
Aydın Province,14.0,201706
Ağrı,0.0,201706
Balıkesir Province,25.0,201706
Bartın Province,0.0,201706
Batman,0.0,201706
Bayburt,0.0,201706
Bilecik,0.0,201706
Bingöl Province,0.0,201706
Bitlis,0.0,201706
Bolu,0.0,201706
Burdur Province,100.0,201706
Bursa,0.0,201706
Denizli,0.0,201706
Diyarbakır,14.0,201706
Düzce Province,0.0,201706
Edirne,0.0,201706
Elazığ,0.0,201706
Erzincan,0.0,201706
Erzurum,18.0,201706
Eskişehir Province,0.0,201706
Gaziantep,0.0,201706
Giresun,44.0,201706
Gümüşhane,0.0,201706
Hakkâri,0.0,201706
Hatay,0.0,201706
Isparta Province,33.0,201706
Iğdır,0.0,201706
Kahramanmaraş Province,20.0,201706
Karabük,0.0,201706
Karaman,66.0,201706
Kars,0.0,201706
Kastamonu,0.0,201706
Kayseri Province,0.0,201706
Kilis,0.0,201706
Kocaeli,13.0,201706
Konya,14.0,201706
Kütahya,0.0,201706
Kırklareli,42.0,201706
Kırıkkale,0.0,201706
Kırşehir,0.0,201706
Malatya,0.0,201706
Manisa,18.0,201706
Mardin,0.0,201706
Mersin Province,15.0,201706
Muğla Province,22.0,201706
Muş,0.0,201706
Nevşehir,0.0,201706
Niğde,59.0,201706
Ordu,30.0,201706
Osmaniye,0.0,201706
Rize,0.0,201706
Sakarya,15.0,201706
Samsun,9.0,201706
Siirt Province,0.0,201706
Sinop Province,0.0,201706
Sivas,28.0,201706
Tekirdağ,0.0,201706
Tokat,0.0,201706
Trabzon,18.0,201706
Tunceli,0.0,201706
Uşak,42.0,201706
Van,0.0,201706
Yalova Province,0.0,201706
Yozgat,0.0,201706
Zonguldak,0.0,201706
Çanakkale Province,0.0,201706
Çankırı,0.0,201706
Çorum Province,0.0,201706
İstanbul,5.0,201706
İzmir,3.0,201706
Şanlıurfa Province,0.0,201706
Şırnak,0.0,201706
Adana,1.0,201707
Adıyaman Province,0.0,201707
Afyonkarahisar Province,0.0,201707
Aksaray,0.0,201707
Amasya Province,0.0,201707
Ankara,3.0,201707
Antalya,1.0,201707
Ardahan Province,0.0,201707
Artvin,50.0,201707
Aydın Province,0.0,201707
Ağrı,0.0,201707
Balıkesir Province,5.0,201707
Bartın Province,0.0,201707
Batman,0.0,201707
Bayburt,0.0,201707
Bilecik,0.0,201707
Bingöl Province,0.0,201707
Bitlis,0.0,201707
Bolu,0.0,201707
Burdur Province,0.0,201707
Bursa,2.0,201707
Denizli,0.0,201707
Diyarbakır,4.0,201707
Düzce Province,0.0,201707
Edirne,0.0,201707
Elazığ,14.0,201707
Erzincan,0.0,201707
Erzurum,0.0,201707
Eskişehir Province,6.0,201707
Gaziantep,0.0,201707
Giresun,0.0,201707
Gümüşhane,0.0,201707
Hakkâri,0.0,201707
Hatay,5.0,201707
Isparta Province,15.0,201707
Iğdır,100.0,201707
Kahramanmaraş Province,0.0,201707
Karabük,0.0,201707
Karaman,0.0,201707
Kars,0.0,201707
Kastamonu,0.0,201707
Kayseri Province,5.0,201707
Kilis,0.0,201707
Kocaeli,3.0,201707
Konya,5.0,201707
Kütahya,0.0,201707
Kırklareli,0.0,201707
Kırıkkale,25.0,201707
Kırşehir,0.0,201707
Malatya,0.0,201707
Manisa,5.0,201707
Mardin,18.0,201707
Mersin Province,6.0,201707
Muğla Province,0.0,201707
Muş,0.0,201707
Nevşehir,0.0,201707
Niğde,27.0,201707
Ordu,0.0,201707
Osmaniye,0.0,201707
Rize,0.0,201707
Sakarya,0.0,201707
Samsun,4.0,201707
Siirt Province,0.0,201707
Sinop Province,0.0,201707
Sivas,13.0,201707
Tekirdağ,0.0,201707
Tokat,0.0,201707
Trabzon,0.0,201707
Tunceli,0.0,201707
Uşak,0.0,201707
Van,0.0,201707
Yalova Province,0.0,201707
Yozgat,0.0,201707
Zonguldak,0.0,201707
Çanakkale Province,0.0,201707
Çankırı,0.0,201707
Çorum Province,0.0,201707
İstanbul,2.0,201707
İzmir,1.0,201707
Şanlıurfa Province,6.0,201707
Şırnak,0.0,201707
Adana,4.0,201708
Adıyaman Province,0.0,201708
Afyonkarahisar Province,0.0,201708
Aksaray,0.0,201708
Amasya Province,0.0,201708
Ankara,3.2,201708
Antalya,4.0,201708
Ardahan Province,0.0,201708
Artvin,0.0,201708
Aydın Province,0.0,201708
Ağrı,0.0,201708
Balıkesir Province,5.6,201708
Bartın Province,0.0,201708
Batman,0.0,201708
Bayburt,0.0,201708
Bilecik,0.0,201708
Bingöl Province,80.0,201708
Bitlis,0.0,201708
Bolu,0.0,201708
Burdur Province,0.0,201708
Bursa,4.0,201708
Denizli,0.0,201708
Diyarbakır,8.0,201708
Düzce Province,0.0,201708
Edirne,0.0,201708
Elazığ,16.0,201708
Erzincan,40.8,201708
Erzurum,11.2,201708
Eskişehir Province,7.2,201708
Gaziantep,4.0,201708
Giresun,0.0,201708
Gümüşhane,0.0,201708
Hakkâri,0.0,201708
Hatay,0.0,201708
Isparta Province,0.0,201708
Iğdır,0.0,201708
Kahramanmaraş Province,0.0,201708
Karabük,0.0,201708
Karaman,0.0,201708
Kars,0.0,201708
Kastamonu,25.6,201708
Kayseri Province,5.6,201708
Kilis,0.0,201708
Kocaeli,0.0,201708
Konya,3.2,201708
Kütahya,16.0,201708
Kırklareli,0.0,201708
Kırıkkale,0.0,201708
Kırşehir,0.0,201708
Malatya,9.6,201708
Manisa,6.4,201708
Mardin,0.0,201708
Mersin Province,4.0,201708
Muğla Province,4.8,201708
Muş,0.0,201708
Nevşehir,0.0,201708
Niğde,0.0,201708
Ordu,15.2,201708
Osmaniye,0.0,201708
Rize,23.2,201708
Sakarya,7.2,201708
Samsun,4.8,201708
Siirt Province,0.0,201708
Sinop Province,0.0,201708
Sivas,0.0,201708
Tekirdağ,0.0,201708
Tokat,0.0,201708
Trabzon,0.0,201708
Tunceli,0.0,201708
Uşak,0.0,201708
Van,0.0,201708
Yalova Province,0.0,201708
Yozgat,0.0,201708
Zonguldak,13.6,201708
Çanakkale Province,12.0,201708
Çankırı,0.0,201708
Çorum Province,0.0,201708
İstanbul,3.2,201708
İzmir,2.4,201708
Şanlıurfa Province,0.0,201708
Şırnak,0.0,201708
Adana,4.0,201709
Adıyaman Province,0.0,201709
Afyonkarahisar Province,0.0,201709
Aksaray,39.333333333333336,201709
Amasya Province,0.0,201709
Ankara,4.666666666666667,201709
Antalya,4.0,201709
Ardahan Province,0.0,201709
Artvin,0.0,201709
Aydın Province,11.333333333333334,201709
Ağrı,0.0,201709
Balıkesir Province,9.333333333333334,201709
Bartın Province,0.0,201709
Batman,0.0,201709
Bayburt,0.0,201709
Bilecik,0.0,201709
Bingöl Province,0.0,201709
Bitlis,0.0,201709
Bolu,0.0,201709
Burdur Province,0.0,201709
Bursa,6.666666666666667,201709
Denizli,21.333333333333332,201709
Diyarbakır,0.0,201709
Düzce Province,0.0,201709
Edirne,0.0,201709
Elazığ,24.0,201709
Erzincan,0.0,201709
Erzurum,13.333333333333334,201709
Eskişehir Province,0.0,201709
Gaziantep,0.0,201709
Giresun,0.0,201709
Gümüşhane,0.0,201709
Hakkâri,0.0,201709
Hatay,0.0,201709
Isparta Province,24.666666666666668,201709
Iğdır,0.0,201709
Kahramanmaraş Province,0.0,201709
Karabük,0.0,201709
Karaman,0.0,201709
Kars,0.0,201709
Kastamonu,0.0,201709
Kayseri Province,8.0,201709
Kilis,0.0,201709
Kocaeli,10.0,201709
Konya,0.0,201709
Kütahya,0.0,201709
Kırklareli,0.0,201709
Kırıkkale,0.0,201709
Kırşehir,0.0,201709
Malatya,32.0,201709
Manisa,19.333333333333332,201709
Mardin,0.0,201709
Mersin Province,0.0,201709
Muğla Province,8.0,201709
Muş,0.0,201709
Nevşehir,0.0,201709
Niğde,0.0,201709
Ordu,0.0,201709
Osmaniye,34.0,201709
Rize,0.0,201709
Sakarya,10.666666666666666,201709
Samsun,14.0,201709
Siirt Province,0.0,201709
Sinop Province,66.66666666666667,201709
Sivas,22.0,201709
Tekirdağ,12.0,201709
Tokat,0.0,201709
Trabzon,0.0,201709
Tunceli,0.0,201709
Uşak,0.0,201709
Van,0.0,201709
Yalova Province,0.0,201709
Yozgat,44.0,201709
Zonguldak,0.0,201709
Çanakkale Province,0.0,201709
Çankırı,0.0,201709
Çorum Province,0.0,201709
İstanbul,6.0,201709
İzmir,4.666666666666667,201709
Şanlıurfa Province,10.0,201709
Şırnak,0.0,201709
Adana,6.0,201710
Adıyaman Province,0.0,201710
Afyonkarahisar Province,33.0,201710
Aksaray,0.0,201710
Amasya Province,0.0,201710
Ankara,5.0,201710
Antalya,9.0,201710
Ardahan Province,0.0,201710
Artvin,0.0,201710
Aydın Province,16.0,201710
Ağrı,0.0,201710
Balıkesir Province,0.0,201710
Bartın Province,0.0,201710
Batman,52.0,201710
Bayburt,0.0,201710
Bilecik,83.0,201710
Bingöl Province,0.0,201710
Bitlis,0.0,201710
Bolu,0.0,201710
Burdur Province,0.0,201710
Bursa,11.0,201710
Denizli,17.0,201710
Diyarbakır,16.0,201710
Düzce Province,0.0,201710
Edirne,42.0,201710
Elazığ,38.0,201710
Erzincan,0.0,201710
Erzurum,0.0,201710
Eskişehir Province,30.0,201710
Gaziantep,0.0,201710
Giresun,52.0,201710
Gümüşhane,0.0,201710
Hakkâri,0.0,201710
Hatay,0.0,201710
Isparta Province,0.0,201710
Iğdır,0.0,201710
Kahramanmaraş Province,51.0,201710
Karabük,56.0,201710
Karaman,0.0,201710
Kars,0.0,201710
Kastamonu,59.0,201710
Kayseri Province,13.0,201710
Kilis,0.0,201710
Kocaeli,8.0,201710
Konya,13.0,201710
Kütahya,0.0,201710
Kırklareli,0.0,201710
Kırıkkale,0.0,201710
Kırşehir,100.0,201710
Malatya,28.0,201710
Manisa,0.0,201710
Mardin,49.0,201710
Mersin Province,10.0,201710
Muğla Province,0.0,201710
Muş,0.0,201710
Nevşehir,0.0,201710
Niğde,0.0,201710
Ordu,37.0,201710
Osmaniye,0.0,201710
Rize,0.0,201710
Sakarya,0.0,201710
Samsun,11.0,201710
Siirt Province,0.0,201710
Sinop Province,0.0,201710
Sivas,35.0,201710
Tekirdağ,21.0,201710
Tokat,0.0,201710
Trabzon,0.0,201710
Tunceli,0.0,201710
Uşak,0.0,201710
Van,38.0,201710
Yalova Province,0.0,201710
Yozgat,0.0,201710
Zonguldak,0.0,201710
Çanakkale Province,32.0,201710
Çankırı,0.0,201710
Çorum Province,0.0,201710
İstanbul,7.0,201710
İzmir,11.0,201710
Şanlıurfa Province,17.0,201710
Şırnak,0.0,201710
Adana,4.0,201711
Adıyaman Province,0.0,201711
Afyonkarahisar Province,25.0,201711
Aksaray,0.0,201711
Amasya Province,0.0,201711
Ankara,3.0,201711
Antalya,4.0,201711
Ardahan Province,0.0,201711
Artvin,0.0,201711
Aydın Province,14.0,201711
Ağrı,0.0,201711
Balıkesir Province,0.0,201711
Bartın Province,0.0,201711
Batman,0.0,201711
Bayburt,0.0,201711
Bilecik,0.0,201711
Bingöl Province,0.0,201711
Bitlis,0.0,201711
Bolu,0.0,201711
Burdur Province,0.0,201711
Bursa,5.0,201711
Denizli,13.0,201711
Diyarbakır,0.0,201711
Düzce Province,0.0,201711
Edirne,31.0,201711
Elazığ,27.0,201711
Erzincan,0.0,201711
Erzurum,0.0,201711
Eskişehir Province,12.0,201711
Gaziantep,15.0,201711
Giresun,0.0,201711
Gümüşhane,0.0,201711
Hakkâri,0.0,201711
Hatay,12.0,201711
Isparta Province,0.0,201711
Iğdır,0.0,201711
Kahramanmaraş Province,0.0,201711
Karabük,0.0,201711
Karaman,0.0,201711
Kars,0.0,201711
Kastamonu,0.0,201711
Kayseri Province,0.0,201711
Kilis,0.0,201711
Kocaeli,0.0,201711
Konya,0.0,201711
Kütahya,0.0,201711
Kırklareli,0.0,201711
Kırıkkale,0.0,201711
Kırşehir,0.0,201711
Malatya,0.0,201711
Manisa,0.0,201711
